class,precision,recall,f1-score,model_name
1,0.9047619047619048,0.9193548387096774,0.912,Random_Forest
2,0.9407407407407408,0.9731800766283525,0.9566854990583804,Random_Forest
3,0.9166666666666666,0.868421052631579,0.8918918918918919,Random_Forest
4,0.9508928571428571,1.0,0.9748283752860412,Random_Forest
5,0.8775510204081632,0.6323529411764706,0.7350427350427351,Random_Forest
