class,precision,recall,f1-score,model_name
1,0.9032258064516129,0.9032258064516129,0.9032258064516129,Random_Forest
2,0.9516728624535316,0.9808429118773946,0.9660377358490566,Random_Forest
3,0.9230769230769231,0.9473684210526315,0.935064935064935,Random_Forest
4,0.9551569506726457,1.0,0.9770642201834863,Random_Forest
5,0.9183673469387755,0.6617647058823529,0.7692307692307693,Random_Forest
