class,precision,recall,f1-score,model_name
1,0.782608695652174,0.8709677419354839,0.8244274809160306,Decision_Tree
2,0.9325842696629213,0.9540229885057471,0.9431818181818182,Decision_Tree
3,0.9166666666666666,0.868421052631579,0.8918918918918919,Decision_Tree
4,0.8956521739130435,0.9671361502347418,0.9300225733634312,Decision_Tree
5,0.85,0.5,0.6296296296296297,Decision_Tree
