class,precision,recall,f1-score,model_name
1,0.782608695652174,0.8709677419354839,0.8244274809160306,Decision_Tree
2,0.9191176470588235,0.9578544061302682,0.9380863039399625,Decision_Tree
3,0.9166666666666666,0.868421052631579,0.8918918918918919,Decision_Tree
4,0.8995633187772926,0.9671361502347418,0.9321266968325792,Decision_Tree
5,0.8611111111111112,0.45588235294117646,0.5961538461538461,Decision_Tree
