class,precision,recall,f1-score,model_name
1,0.8656716417910447,0.9354838709677419,0.8992248062015504,Logistic_Regression
2,0.9637096774193549,0.9157088122605364,0.9390962671905697,Logistic_Regression
3,0.9210526315789473,0.9210526315789473,0.9210526315789473,Logistic_Regression
4,0.9678899082568807,0.9906103286384976,0.9791183294663574,Logistic_Regression
5,0.676056338028169,0.7058823529411765,0.6906474820143885,Logistic_Regression
