class,precision,recall,f1-score,model_name
1,0.8529411764705882,0.9354838709677419,0.8923076923076924,SVM
2,0.9584905660377359,0.9731800766283525,0.9657794676806084,SVM
3,0.9230769230769231,0.9473684210526315,0.935064935064935,SVM
4,0.9594594594594594,1.0,0.9793103448275862,SVM
5,0.9166666666666666,0.6470588235294118,0.7586206896551724,SVM
