class,precision,recall,f1-score,model_name
1,0.9032258064516129,0.9032258064516129,0.9032258064516129,Random_Forest
2,0.9516728624535316,0.9808429118773946,0.9660377358490566,Random_Forest
3,0.9210526315789473,0.9210526315789473,0.9210526315789473,Random_Forest
4,0.9636363636363636,0.9953051643192489,0.9792147806004619,Random_Forest
5,0.8867924528301887,0.6911764705882353,0.7768595041322314,Random_Forest
