class,precision,recall,f1-score,model_name
1,0.75,0.8709677419354839,0.8059701492537313,Decision_Tree
2,0.9312977099236641,0.9348659003831418,0.9330783938814532,Decision_Tree
3,0.8918918918918919,0.868421052631579,0.88,Decision_Tree
4,0.8995633187772926,0.9671361502347418,0.9321266968325792,Decision_Tree
5,0.8095238095238095,0.5,0.6181818181818182,Decision_Tree
