Protegido,Controlado,Autoaislado,Individualista,Simbólico,CC
1.8386670158322892e-06,0.0041496158191101345,0.9571915389235234,0.03742409934565213,0.0012329072446984918,11101002
0.01420933894667081,0.7263571808165403,1.119284194056505e-06,0.0019432018507982262,0.2574891591017964,12701006
0.0007473651269243805,0.05791648215719809,0.0711248180847846,0.8669666481012451,0.0032446865298479282,12701003
0.007493585414421712,0.9487483749030678,0.030773498235951272,0.011666211233083514,0.001318330213475579,12701011
0.00022211760313116255,0.022221440420815457,0.030112144688951712,0.9465547339746445,0.0008895633124572012,13402007
0.0005551639448279084,0.009581972094622724,0.01072224477587463,0.9397896282656661,0.03935099091900863,13402019
0.02289203870693359,0.9606516931957141,0.0036392284370806217,0.007301428918550783,0.005515610741720821,14501049
7.605107444465332e-05,0.009289160987981692,0.018648728787086743,0.9714827399499408,0.000503319200546126,14501029
7.605107444465332e-05,0.009289160987981692,0.018648728787086743,0.9714827399499408,0.000503319200546126,14501030
0.12543629873408196,0.07457600106268322,0.7937832369985325,0.0061608185347450835,4.3644669957183234e-05,14501012
0.007894505690265879,0.03186644366575031,0.9598579688905646,0.0003518451110005534,2.923664241862693e-05,14501014
0.008348832749666,0.8744717108678048,1.5717578775895679e-06,0.005674096500995287,0.11150378812365623,14501043
0.00027003763307816817,0.009789693177758714,2.1360763902037892e-06,0.9030703819762044,0.08686775113656839,14501044
0.005797013272717829,0.8761391445819601,6.559729215747022e-07,0.0020758181733800153,0.11598736799902068,14501047
1.0028723937950957e-05,0.043149272569105716,1.1184428578151259e-07,0.9361992888208093,0.02064129804186129,14501048
7.605107444465332e-05,0.009289160987981692,0.018648728787086743,0.9714827399499408,0.000503319200546126,14501019
7.605107444465332e-05,0.009289160987981692,0.018648728787086743,0.9714827399499408,0.000503319200546126,14501021
2.351829712244618e-06,4.906602784377014e-05,0.9908266036726564,0.00911978257779366,2.195891993813414e-06,14501026
0.0019602447018256188,0.011636047806476396,0.9858789239706413,0.0004708875054407185,5.389601561588815e-05,14501016
3.2379765379426636e-05,0.09923473207116747,1.0871692913764635e-05,0.8995331201667034,0.0011888963038358782,17501005
2.8791168221120234e-06,0.02779459837823291,6.287320608372955e-08,0.935411028649159,0.03679143098257993,19301019
1.1212307939790826e-05,0.07218369643444478,2.0753679578263005e-07,0.9017239572639864,0.026080926456833405,19301023
0.006536475609519563,0.8358831206098578,2.2258131214640927e-06,0.013316239054852389,0.1442619389126488,19301026
1.0028723937950957e-05,0.043149272569105716,1.1184428578151259e-07,0.9361992888208093,0.02064129804186129,19301016
2.8791168221120234e-06,0.02779459837823291,6.287320608372955e-08,0.935411028649159,0.03679143098257993,19301018
0.005797013272717829,0.8761391445819601,6.559729215747022e-07,0.0020758181733800153,0.11598736799902068,19301006
1.4048388309300956e-09,3.7705094488372075e-06,2.4986492051573313e-09,0.9996426156312758,0.000353609955787466,90501028
0.008407646343396894,0.9364813409831783,0.03641101839065098,0.017401466125124262,0.0012985281576494128,90501002
0.010951702078053743,0.9523508628458773,9.015616161662183e-07,0.004139417768115417,0.03255711574633745,90501031
0.009293991536676123,0.9637885199499844,0.021101061847287925,0.004826979618127517,0.0009894470479239813,90501041
2.8791168221120234e-06,0.02779459837823291,6.287320608372955e-08,0.935411028649159,0.03679143098257993,90501035
0.011960655641554501,0.8372568152293334,1.3566971262602166e-06,0.009435610009081281,0.14134556242290447,90501036
0.011960655641554501,0.8372568152293334,1.3566971262602166e-06,0.009435610009081281,0.14134556242290447,90501013
0.011960655641554501,0.8372568152293334,1.3566971262602166e-06,0.009435610009081281,0.14134556242290447,90501017
1.9766672855302108e-05,0.1056508585467584,1.599880601544521e-07,0.8840948235852887,0.01023439120703735,90501023
0.011960655641554501,0.8372568152293334,1.3566971262602166e-06,0.009435610009081281,0.14134556242290447,90501024
0.012795675145846704,0.41638665672811576,0.5211175935920718,0.02865412639122157,0.021045948142744107,90501001
0.00020029411082342824,0.011013022559616921,2.0798485415661765e-06,0.9620000854524123,0.026784518028605712,91101003
3.055211419093477e-10,4.75204996587166e-06,1.6706644343172302e-05,0.9999785409997712,3.9850474917857965e-13,301023
1.5615326285104548e-14,1.0690250031703314e-06,2.2342125607632834e-06,0.9999966967619341,4.862204954796959e-13,301026
1.2293582305765632e-28,3.851045275324087e-20,6.761697211205228e-25,1.567641401584315e-26,1.0,8709041
7.06421862493148e-16,2.139367821937106e-09,0.99998984747763,7.398829311269373e-17,1.0150383001545302e-05,15001001
1.3605989167843285e-05,0.9998640465162311,5.379845930330814e-09,4.347615355317236e-06,0.00011799449939987097,301007
6.163074911028367e-22,2.7896509998275648e-05,6.683288171078241e-11,0.9999720741662954,2.92568734432683e-08,301008
1.1602007148434673e-05,0.9878864391283437,3.967668591768549e-23,1.3502079837442756e-06,0.012100608656524238,301029
2.990719506462259e-06,0.9880616787800679,1.5829153939019862e-22,2.23904298139618e-07,0.011935106596127412,301002
0.029191382799217278,0.9693254077778581,3.8000784777580895e-24,1.9464650962849358e-07,0.0014830147764150225,1101003
