class,precision,recall,f1-score,model_name
1,0.9032258064516129,0.9032258064516129,0.9032258064516129,XGBoost
2,0.9626865671641791,0.9885057471264368,0.9754253308128544,XGBoost
3,0.925,0.9736842105263158,0.9487179487179487,XGBoost
4,0.9638009049773756,1.0,0.9815668202764977,XGBoost
5,0.9607843137254902,0.7205882352941176,0.8235294117647058,XGBoost
