,model_name,outer_fold,f1_macro,MCC,accuracy,best_params
0,Logistic_Regression,0,0.8614439775910364,0.8712317802009913,0.9069767441860465,{'model__C': 1000}
1,Logistic_Regression,1,0.9012975551580202,0.89197379583087,0.9224806201550387,{'model__C': 1000}
2,Logistic_Regression,2,0.8753048328088623,0.868017472708829,0.90625,{'model__C': 10}
3,Logistic_Regression,3,0.8904405534149475,0.890412266091338,0.921875,{'model__C': 10}
4,Logistic_Regression,4,0.9003040729814819,0.9102138570836988,0.9375,{'model__C': 10}
