class,precision,recall,f1-score,model_name
1,0.8923076923076924,0.9354838709677419,0.9133858267716536,Logistic_Regression
2,0.9637096774193549,0.9157088122605364,0.9390962671905697,Logistic_Regression
3,0.9210526315789473,0.9210526315789473,0.9210526315789473,Logistic_Regression
4,0.967741935483871,0.9859154929577465,0.9767441860465116,Logistic_Regression
5,0.6486486486486487,0.7058823529411765,0.676056338028169,Logistic_Regression
