class,precision,recall,f1-score,model_name
1,0.8428571428571429,0.9516129032258065,0.8939393939393939,SVM
2,0.9618320610687023,0.9655172413793104,0.9636711281070746,SVM
3,0.9230769230769231,0.9473684210526315,0.935064935064935,SVM
4,0.9681818181818181,1.0,0.9838337182448037,SVM
5,0.9019607843137255,0.6764705882352942,0.773109243697479,SVM
