model_name,outer_fold,f1_macro,MCC,accuracy,best_params
Logistic_Regression,0,0.8918974728759237,0.9025192862665697,0.9302325581395349,{'model__C': 10}
Logistic_Regression,1,0.9012975551580202,0.89197379583087,0.9224806201550387,{'model__C': 10000}
Logistic_Regression,2,0.8773805348845645,0.8679309564651623,0.90625,{'model__C': 100}
Logistic_Regression,3,0.8904405534149475,0.890412266091338,0.921875,{'model__C': 10}
Logistic_Regression,4,0.8909957793236909,0.8990244379733714,0.9296875,{'model__C': 100}
