CC,MUN,LAT,LON,YEAR,SUP,NVIV,VAI,VPA,VAD,PMC,PMA,CON,PIS,PTP,PBA,CFU,CGO,GIM,PAR,MOB,JAR
8709046,GRANADA,448695.061,4112640.756,2008,17761.0,238,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
8709047,GRANADA,448790.586,4112586.17,2009,8438.0,153,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8709048,GRANADA,448719.429,4112531.584,2006,1387.0,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709049,GRANADA,448733.076,4112524.761,2006,1387.0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709050,GRANADA,448792.536,4112510.139,2007,5529.0,74,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8709051,GRANADA,448849.071,4112535.483,2006,4004.0,82,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
8709052,GRANADA,448850.046,4112461.402,2007,4161.0,68,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8709053,GRANADA,448906.582,4112438.008,2009,4149.0,68,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9901001,HUETOR_SANTILLAN,453656.451,4119259.609,2007,3329.0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9901003,HUETOR_SANTILLAN,454340.718,4119515.256,1995,1305.0,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9901004,HUETOR_SANTILLAN,454155.439,4119500.434,2007,1779.0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9901006,HUETOR_SANTILLAN,454476.589,4120036.508,1995,2910.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10101011,HUETOR_VEGA,449110.921,4111243.28,2004,1648.0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
10101012,HUETOR_VEGA,449155.73,4111209.934,1987,982.0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10101013,HUETOR_VEGA,449255.769,4111199.513,2003,2217.0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10101001,HUETOR_VEGA,449096.379,4112071.237,2008,6656.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10101002,HUETOR_VEGA,448879.293,4111645.635,1994,3451.0,38,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10101003,HUETOR_VEGA,448987.836,4111314.294,1993,1735.0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10101014,HUETOR_VEGA,449490.235,4111184.924,2007,2351.0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
10101008,HUETOR_VEGA,449556.257,4111477.108,1987,10136.0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10101009,HUETOR_VEGA,449947.583,4111774.173,2000,14175.489999999998,79,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
10101010,HUETOR_VEGA,449724.784,4111462.826,2008,3891.0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
10101004,HUETOR_VEGA,449153.507,4112114.083,2009,1703.0,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10101005,HUETOR_VEGA,449264.906,4112116.939,1988,2463.78,14,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
10101006,HUETOR_VEGA,449310.608,4111885.572,1979,1874.0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10101007,HUETOR_VEGA,450167.524,4111965.551,2010,3349.399999999999,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10501001,IZNALLOZ,453671.889,4138805.671,2008,7320.0,82,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
11101001,JUN,448991.297,4119194.895,2019,234360.36000000007,272,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
11101004,JUN,447448.622,4119728.166,1987,13088.15,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11101002,JUN,447715.257,4118420.384,2007,14382.0,72,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
11101003,JUN,447493.061,4118426.732,2008,4150.0,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12601001,LA_MALAHA,435310.601,4106167.604,2007,3814.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12701006,MARACENA,443369.639,4118531.39,2014,6121.0,109,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12701007,MARACENA,444072.911,4118317.245,1982,5107.0,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12701008,MARACENA,444085.078,4118275.877,1989,5309.0,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12701009,MARACENA,444038.842,4118446.219,1983,7181.0,144,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
12701010,MARACENA,443917.169,4118446.219,1985,2114.0,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
12701002,MARACENA,444384.394,4118691.999,2001,2817.0,63,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12701003,MARACENA,444503.634,4118592.227,1990,6939.589999999997,28,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
12701011,MARACENA,444345.459,4118665.231,2003,3420.0,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
12701012,MARACENA,444557.17,4118636.029,1990,5443.81,22,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
12701013,MARACENA,444491.281,4119016.64,1999,5295.0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
12702004,MARACENA,444442.797,4118570.326,1990,7018.210000000002,28,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
12702005,MARACENA,443182.262,4118572.759,2012,6719.0,140,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13402001,MONACHIL,450432.744,4110252.283,2007,6714.9900000000025,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13402002,MONACHIL,450414.724,4110306.344,2006,3530.0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402003,MONACHIL,450432.744,4110092.352,1992,3565.7100000000005,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402004,MONACHIL,450160.185,4110223.0,2008,1796.0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13402005,MONACHIL,450052.063,4110189.212,1998,788.0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402006,MONACHIL,449849.333,4110247.778,2006,2043.0,47,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
13402007,MONACHIL,449840.323,4110157.676,2007,3011.0,22,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
13402014,MONACHIL,450948.58,4109123.753,2008,3429.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13402015,MONACHIL,451049.944,4108918.771,2004,4068.0,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402016,MONACHIL,451014.289,4108870.56,1996,2800.0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
13402019,MONACHIL,450943.054,4108763.707,1996,1928.0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
13402020,MONACHIL,451014.289,4108767.456,1995,2119.0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
13402021,MONACHIL,450972.11,4108729.964,1998,2080.0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
13402022,MONACHIL,450942.117,4108701.845,1996,1442.2699999999998,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402026,MONACHIL,450757.468,4108607.177,2004,1782.0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13402012,MONACHIL,450853.972,4109722.933,1994,14165.0,79,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
13402013,MONACHIL,450865.235,4109596.79,1980,2004.42,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14401001,NIVAR,449489.883,4123133.001,2010,69831.75,156,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
14501017,OGIJARES,446459.33,4108053.296,2002,2621.0,71,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
14501049,OGIJARES,446299.115,4108643.435,2004,4596.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14501050,OGIJARES,446300.582,4108326.588,2001,1699.0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
14501051,OGIJARES,446328.453,4108251.777,2002,3302.0,75,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
14501052,OGIJARES,446401.797,4108138.827,2001,2467.0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
14501036,OGIJARES,445601.879,4108702.689,2000,2374.0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501027,OGIJARES,444933.572,4108037.534,1991,16387.649999999994,56,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
14501028,OGIJARES,445050.21,4107879.914,1989,7750.109999999999,26,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
14501029,OGIJARES,445119.563,4107791.647,1997,6561.470000000001,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
14501030,OGIJARES,445024.991,4107624.57,1997,4466.129999999999,27,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501031,OGIJARES,444968.248,4107618.266,1997,4678.88,38,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501032,OGIJARES,445062.82,4108201.459,1988,652.0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501008,OGIJARES,444267.436,4108583.054,2003,6360.0,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501009,OGIJARES,444419.1,4108600.387,2003,5397.0,18,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
14501010,OGIJARES,444327.018,4108605.803,2008,1883.0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14501011,OGIJARES,444321.602,4108554.887,1999,3525.980000000001,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
14501012,OGIJARES,444609.763,4108310.058,1986,4649.0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14501013,OGIJARES,444546.931,4108194.144,1992,6239.440000000001,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501014,OGIJARES,444481.932,4108111.812,1986,6579.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14501015,OGIJARES,444530.681,4108085.812,1994,3838.9299999999994,29,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14501037,OGIJARES,446079.082,4108917.743,2001,1786.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14501039,OGIJARES,446002.804,4108862.001,1994,3281.85,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501040,OGIJARES,446064.414,4108784.256,1988,2226.23,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14501041,OGIJARES,446104.02,4108773.988,2006,1737.0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14501042,OGIJARES,446244.841,4108800.392,2009,2770.0,59,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
14501043,OGIJARES,446205.235,4108707.978,2000,2303.8700000000003,18,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
14501044,OGIJARES,446137.758,4108637.568,1986,3612.229999999999,19,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14501045,OGIJARES,446062.947,4108636.101,1988,3770.1100000000006,18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14501046,OGIJARES,446101.086,4108590.628,1986,864.0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
14501047,OGIJARES,446162.695,4108424.869,2006,4470.0,79,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
14501048,OGIJARES,446117.222,4108405.8,2002,1334.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
14501018,OGIJARES,444659.313,4107807.409,1987,22570.0,50,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
14501019,OGIJARES,444741.276,4107851.543,1986,21480.049999999996,43,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
14501020,OGIJARES,444798.019,4107605.656,1986,10802.0,29,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501021,OGIJARES,444864.219,4107646.637,1986,15409.110000000004,36,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
14501022,OGIJARES,444744.428,4107536.303,1999,3122.0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
14501023,OGIJARES,444886.286,4107507.932,1995,2839.0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501024,OGIJARES,444753.885,4107306.179,1995,3113.0,19,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501025,OGIJARES,445151.087,4107293.569,1997,10356.0,62,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
14501026,OGIJARES,445217.287,4107372.379,1900,3071.7999999999997,20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
14501006,OGIJARES,444480.715,4109344.726,2015,100035.96000000002,149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14501007,OGIJARES,444052.906,4108911.057,2004,38795.83000000001,87,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
14501016,OGIJARES,445053.922,4108681.635,1986,11744.0,48,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
14501033,OGIJARES,445567.203,4107741.209,2000,2200.8700000000003,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14501034,OGIJARES,445551.441,4107567.827,1997,4029.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14501035,OGIJARES,445863.528,4107552.065,1994,3649.4900000000007,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14901002,OTURA,445305.994,4104865.897,2017,302010.1,199,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14901004,OTURA,443478.648,4105515.194,2007,2271.0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14901006,OTURA,443470.996,4105298.32,1993,1137.0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14901001,OTURA,444993.674,4104520.701,1989,4495.0,16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
14901005,OTURA,442029.374,4103838.529,2018,103627.65,91,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15301004,PELIGROS,444571.919,4120411.303,1993,1444.0,22,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
15301003,PELIGROS,444120.146,4121254.397,2007,1390.0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
15301001,PELIGROS,443003.769,4121763.555,2020,277121.48,484,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
15701001,PINOS_GENIL,454942.837,4113102.825,1997,2713.0,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15801002,PINOS_PUENTE,432916.01,4123212.18,1979,1354.0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15801001,PINOS_PUENTE,433020.799,4123248.773,1998,2026.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
16501003,PULIANAS,446103.573,4119986.464,1993,3758.0,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16501001,PULIANAS,446526.59,4119221.88,1996,2394.0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16501002,PULIANAS,446510.826,4119734.23,2004,3534.03,23,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
17501004,SANTA_FE,436644.603,4115946.613,1996,1812.0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17501010,SANTA_FE,435870.29,4116424.443,2000,1775.0,16,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
17501011,SANTA_FE,435907.665,4116088.068,2005,1146.0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17501005,SANTA_FE,436092.38,4115878.146,1994,2945.0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17501006,SANTA_FE,436092.38,4115773.762,1994,2400.0,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17501001,SANTA_FE,437112.646,4116047.629,2005,2675.0,60,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
17501002,SANTA_FE,437100.3,4116091.403,2005,1799.0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17501003,SANTA_FE,436578.382,4116221.602,1980,1440.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
17501007,SANTA_FE,435509.936,4116128.678,1976,2030.0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
18901001,VIZNAR,450542.793,4120636.796,2010,4466.0,44,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
19301008,LA_ZUBIA,447935.965,4108651.182,1994,6550.0,91,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
19301009,LA_ZUBIA,447930.365,4108591.447,1995,1141.0,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19301010,LA_ZUBIA,447823.961,4108580.247,1993,2848.0,45,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19301011,LA_ZUBIA,447710.091,4108587.714,2007,1916.0,32,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19301015,LA_ZUBIA,447508.485,4108524.245,2006,1296.0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
19301007,LA_ZUBIA,448044.345,4108962.439,2007,27345.0,91,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
19301019,LA_ZUBIA,448374.108,4107630.519,1994,1294.0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
19301001,LA_ZUBIA,451361.67,4105726.666,2018,159587.76000000013,127,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
19301020,LA_ZUBIA,447457.829,4108164.207,1996,3668.5799999999986,32,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
19301021,LA_ZUBIA,447462.129,4108104.007,1995,3255.0,45,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
19301022,LA_ZUBIA,447483.629,4107966.406,1989,3584.530000000001,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19301023,LA_ZUBIA,447356.779,4107923.406,2007,1664.0,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19301024,LA_ZUBIA,447062.228,4107620.256,1997,781.0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19301025,LA_ZUBIA,446849.378,4107596.606,1990,1603.59,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19301002,LA_ZUBIA,448815.096,4108540.617,1999,1806.2999999999995,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19301003,LA_ZUBIA,448779.608,4108414.436,2001,8930.439999999997,37,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19301026,LA_ZUBIA,448670.431,4108744.708,2004,7284.0,24,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
19301016,LA_ZUBIA,447489.817,4108449.576,1997,2448.0,42,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
19301017,LA_ZUBIA,447467.417,4108330.105,1994,2134.0,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19301018,LA_ZUBIA,447629.822,4108302.105,1992,1236.0,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19301005,LA_ZUBIA,448164.473,4108097.01,1995,1195.0,26,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
19301006,LA_ZUBIA,448168.416,4108152.215,2003,673.0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501018,LAS_GABIAS,440809.348,4110611.044,2008,2764.0,50,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
90501025,LAS_GABIAS,440839.301,4110265.591,2008,2227.0,53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501026,LAS_GABIAS,440425.424,4110220.633,1994,1648.0,34,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
90501027,LAS_GABIAS,440368.565,4110228.567,2008,1652.0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501028,LAS_GABIAS,440113.363,4109796.177,2006,2257.0,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501002,LAS_GABIAS,440428.809,4111806.031,2006,4456.0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90501003,LAS_GABIAS,440384.173,4111777.337,2005,4918.0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90501004,LAS_GABIAS,440119.547,4111780.525,1993,3749.75,28,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
90501010,LAS_GABIAS,439963.502,4111521.253,2007,2891.0,45,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
90501030,LAS_GABIAS,440485.091,4109469.26,2008,2359.0,56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501031,LAS_GABIAS,440456.124,4109441.818,2010,1263.0,34,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
90501037,LAS_GABIAS,440775.766,4109220.256,2008,639.0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501038,LAS_GABIAS,440807.426,4109208.744,2008,464.0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501039,LAS_GABIAS,440493.708,4108866.245,2009,8086.0,36,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
90501040,LAS_GABIAS,440464.927,4108779.9,2008,6884.0,48,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
90501041,LAS_GABIAS,440525.368,4108659.018,2004,4200.0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
90501042,LAS_GABIAS,440637.615,4108451.792,2007,4022.0,18,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
90501043,LAS_GABIAS,440485.074,4108391.351,2008,5165.0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
90501044,LAS_GABIAS,441653.6,4108918.051,2008,6361.0,78,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
90501045,LAS_GABIAS,441167.194,4108411.498,2002,3382.0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90501046,LAS_GABIAS,441138.412,4108342.422,2002,3784.0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90501029,LAS_GABIAS,439797.501,4109585.129,1995,2001.9099999999994,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90501034,LAS_GABIAS,439800.55,4109489.08,2011,6810.0,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
90501035,LAS_GABIAS,439675.534,4109402.178,2008,2447.0,50,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
90501036,LAS_GABIAS,439623.697,4109330.523,2008,1020.0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501012,LAS_GABIAS,441282.151,4110356.382,1994,1202.0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
90501013,LAS_GABIAS,441208.122,4110403.761,1993,815.0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501014,LAS_GABIAS,441099.545,4110537.014,2007,153.0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501015,LAS_GABIAS,441125.208,4110587.355,2006,1000.0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501016,LAS_GABIAS,441112.377,4110660.397,2006,1452.0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501017,LAS_GABIAS,441129.157,4110631.772,2007,832.0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
90501020,LAS_GABIAS,440896.21,4110530.105,2007,1488.0,38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501021,LAS_GABIAS,440953.46,4110518.26,2007,6379.0,165,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501022,LAS_GABIAS,441000.839,4110482.726,2007,7865.0,65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501023,LAS_GABIAS,440880.417,4110484.7,2007,479.0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
90501024,LAS_GABIAS,440892.262,4110407.709,2008,2025.0,39,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
90501001,LAS_GABIAS,439709.855,4111613.141,2002,9249.37,48,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
90501006,LAS_GABIAS,439667.466,4111569.123,1997,3623.03,23,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
90501007,LAS_GABIAS,439709.378,4111708.195,1994,1279.75,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
90501008,LAS_GABIAS,439734.514,4111750.828,1994,2179.99,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90501009,LAS_GABIAS,439779.724,4111715.012,1994,1773.72,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101001,VEGAS_DEL_GENIL,439089.992,4114301.856,2008,4244.0,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101006,VEGAS_DEL_GENIL,438775.854,4114374.023,1986,640.4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101007,VEGAS_DEL_GENIL,438764.534,4114420.719,1986,869.28,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101002,VEGAS_DEL_GENIL,439156.499,4114127.807,2007,9332.0,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101003,VEGAS_DEL_GENIL,439394.225,4114000.453,2007,3688.0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91101004,VEGAS_DEL_GENIL,438995.185,4114034.414,2008,7760.0,41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
