CC,MUN,LAT,LON,YEAR,SUP,NVIV,VAI,VPA,VAD,PMC,PMA,CON,PIS,PTP,PBA,CFU,CGO,GIM,PAR,MOB,JAR
8703114,GRANADA,447243.274,4115786.943,1989,5576.0,28,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703115,GRANADA,446069.644,4117458.404,2002,4346.0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703110,GRANADA,446457.498,4115570.121,1981,13812.0,350,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703108,GRANADA,446053.199,4115749.447,1977,2283.0,80,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8703109,GRANADA,446315.668,4115568.49,1968,5607.0,150,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8703106,GRANADA,446470.54,4116230.368,1987,9326.0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703107,GRANADA,446480.322,4116103.209,1960,1809.58,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8703096,GRANADA,445476.094,4116590.65,1998,3373.0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703097,GRANADA,445802.142,4116817.254,2000,1754.0,58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8703105,GRANADA,446248.828,4116574.348,1985,9282.0,260,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703001,GRANADA,444318.863,4117856.968,2006,5852.0,143,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8703100,GRANADA,446473.801,4116828.665,1970,4179.0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703022,GRANADA,446784.265,4117399.811,1977,4632.0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703005,GRANADA,446853.536,4117894.433,1971,1844.0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703006,GRANADA,446853.536,4117840.386,1971,2315.0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703007,GRANADA,446860.742,4117768.323,1971,3092.0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703008,GRANADA,446803.092,4117761.117,1971,1454.0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703009,GRANADA,446770.99,4117628.439,1977,1080.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703010,GRANADA,446770.99,4117606.314,1977,1008.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703011,GRANADA,446816.715,4117628.439,1977,1160.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703012,GRANADA,446821.14,4117603.364,1977,1172.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703013,GRANADA,446865.391,4117612.214,1976,1605.0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703101,GRANADA,446503.145,4117105.806,1971,5322.0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703102,GRANADA,446568.355,4117123.739,1971,4376.0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703023,GRANADA,446427.311,4117455.862,1976,1795.0,122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703024,GRANADA,446402.236,4117458.812,1975,1742.0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703025,GRANADA,446409.611,4117401.286,1976,851.0,80,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
8703026,GRANADA,446520.237,4117458.812,1977,1016.0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703027,GRANADA,446524.662,4117398.336,1974,1762.0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703028,GRANADA,446425.836,4117303.935,1977,3105.0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703098,GRANADA,445981.469,4116838.447,1987,22702.319999999992,248,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8703099,GRANADA,446023.855,4116734.112,1987,10844.15,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703103,GRANADA,445604.883,4116052.672,1982,4102.0,165,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8703104,GRANADA,445640.749,4116015.176,1975,7602.0,233,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1
8703004,GRANADA,445941.698,4118559.027,2011,9811.0,300,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
8703014,GRANADA,447192.844,4117944.092,1983,18308.0,322,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703015,GRANADA,447337.396,4117978.017,2005,4545.0,119,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703016,GRANADA,447276.92,4117889.517,1995,4630.0,86,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703017,GRANADA,447325.596,4117876.241,1996,4474.0,85,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703018,GRANADA,447074.843,4117857.066,1994,4783.0,97,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703019,GRANADA,447064.518,4117764.14,1992,3729.0,52,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703020,GRANADA,447142.694,4117646.139,1980,18718.0,399,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703021,GRANADA,447235.62,4117677.114,1984,3843.0,106,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703030,GRANADA,445921.381,4117585.663,1998,8425.0,231,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703031,GRANADA,446191.309,4117401.286,2002,5998.0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703002,GRANADA,445034.149,4118145.46,2001,4742.0,123,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703039,GRANADA,445776.83,4117532.563,1993,4007.0,124,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703040,GRANADA,445710.454,4117495.687,1993,4168.0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703041,GRANADA,445745.854,4117427.837,1994,3197.0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8703042,GRANADA,445779.78,4117367.361,1997,3096.0,28,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8703043,GRANADA,445416.926,4117643.189,1994,2775.0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703044,GRANADA,445521.652,4117632.864,1995,3301.0,34,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
8703045,GRANADA,445474.452,4117535.513,1993,3882.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
8703046,GRANADA,445654.403,4117373.261,1994,3024.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8703047,GRANADA,445682.429,4117321.636,1997,3096.0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8703078,GRANADA,444572.942,4116735.742,2000,3495.0,94,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703079,GRANADA,444649.563,4116758.565,2009,6957.0,112,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
8703080,GRANADA,444713.142,4116783.019,1998,3728.0,98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8703081,GRANADA,444753.898,4116743.893,1998,1948.0,89,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8703082,GRANADA,444701.731,4116646.079,1998,2815.0,96,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
8703083,GRANADA,444620.219,4116649.339,1996,2335.0,64,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8703084,GRANADA,444651.193,4116569.457,2006,2852.0,84,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703085,GRANADA,444724.554,4116507.508,1996,4853.0,161,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8703089,GRANADA,445216.886,4117068.311,1997,3555.0,95,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
8703090,GRANADA,445246.231,4117035.706,1997,2898.0,76,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
8703091,GRANADA,445275.575,4116993.32,1998,2099.0,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703092,GRANADA,445313.07,4116929.74,2002,4610.0,134,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703093,GRANADA,445355.457,4117125.369,2003,1555.0,58,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703094,GRANADA,445368.499,4117262.309,2004,1116.0,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8703095,GRANADA,445733.672,4116923.219,1997,2141.0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703029,GRANADA,445856.48,4117696.29,2001,6417.0,132,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8703086,GRANADA,444983.762,4116701.507,2001,3000.0,124,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8703088,GRANADA,445282.096,4116246.67,1996,13983.0,55,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1
8703057,GRANADA,444737.596,4117276.981,2004,2273.0,36,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703058,GRANADA,444779.982,4117365.014,2008,3961.0,68,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703059,GRANADA,444804.436,4117330.779,2017,2424.0,36,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703060,GRANADA,444840.301,4117417.182,2005,3599.0,63,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703061,GRANADA,444864.755,4117387.837,2005,2232.0,40,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703062,GRANADA,444915.292,4117453.047,2004,4704.0,70,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8703063,GRANADA,444817.478,4117052.008,2017,1740.0,35,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
8703064,GRANADA,444874.536,4117096.025,2004,5310.0,98,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703065,GRANADA,445032.669,4117231.335,2018,3517.0,39,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
8703066,GRANADA,445062.014,4117275.351,2006,2324.0,29,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703067,GRANADA,445112.551,4117182.427,2006,7123.0,76,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1
8703068,GRANADA,444854.973,4116998.21,2006,2354.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8703069,GRANADA,445140.265,4117060.159,2013,4435.0,41,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1
8703032,GRANADA,446170.659,4117216.91,2002,8179.0,323,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
8703033,GRANADA,446262.11,4117252.31,2001,8692.0,223,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703070,GRANADA,444678.907,4116885.724,2003,1941.0,70,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
8703071,GRANADA,444706.621,4116871.052,2002,5311.0,167,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
8703072,GRANADA,444584.354,4117087.873,1995,9513.0,35,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
8703073,GRANADA,444466.976,4117115.588,1996,7160.0,27,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
8703074,GRANADA,444352.86,4117171.016,1997,1679.0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703075,GRANADA,444268.087,4117066.68,1997,3148.0,56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8703076,GRANADA,444206.138,4117156.343,1999,4094.0,91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8703077,GRANADA,444344.708,4116942.782,2007,4024.0,84,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8703048,GRANADA,444934.596,4117790.691,2004,3213.0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8703049,GRANADA,444697.118,4117466.187,2007,6373.0,112,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703050,GRANADA,444739.894,4117545.838,2005,1970.0,38,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
8703051,GRANADA,444759.069,4117495.687,2006,2072.0,38,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8703052,GRANADA,444838.72,4117566.488,2002,4688.0,69,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
8703053,GRANADA,445124.873,4117573.863,2019,2052.0,83,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8703054,GRANADA,445087.998,4117483.887,2007,3321.0,35,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703055,GRANADA,445220.749,4117358.511,2007,30580.0,327,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
8703056,GRANADA,445285.65,4117452.912,2007,5732.0,88,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8703003,GRANADA,445348.154,4118222.047,2006,5915.0,154,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
8703034,GRANADA,445573.278,4117742.015,1999,3772.0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8703035,GRANADA,445601.303,4117685.964,1996,3821.0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703036,GRANADA,445635.228,4117625.489,1994,3780.0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8703037,GRANADA,445726.679,4117606.314,1998,2353.0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8703038,GRANADA,445669.154,4117572.388,1995,2790.0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8706002,GRANADA,447289.72,4114011.698,1995,1500.0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8706001,GRANADA,447178.847,4114133.03,1970,2965.0,22,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8706003,GRANADA,447411.052,4113946.848,1979,1858.0,25,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
8706004,GRANADA,447503.098,4113833.883,1900,2358.0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8706005,GRANADA,447554.895,4113843.871,1984,2621.0,28,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8706037,GRANADA,447399.53,4113878.126,1986,2319.0,17,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8706006,GRANADA,447450.206,4113676.988,1982,4602.0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8706007,GRANADA,447402.092,4113610.046,1983,2424.0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706008,GRANADA,447448.114,4113547.288,1986,8343.0,113,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706009,GRANADA,447544.343,4113633.057,2008,489.0,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8706010,GRANADA,447581.998,4113582.851,1973,1999.0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8706011,GRANADA,447374.896,4113407.128,1981,4456.0,72,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8706012,GRANADA,447732.618,4113139.36,1976,3949.0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706040,GRANADA,447057.413,4113526.936,1974,13784.0,434,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8706021,GRANADA,447228.461,4112639.387,2011,7378.0,60,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
8706020,GRANADA,447389.54,4112766.995,1979,4421.0,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706041,GRANADA,447154.851,4113343.39,1978,3218.0,36,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8706026,GRANADA,447558.987,4112549.433,1980,5326.0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706027,GRANADA,447385.356,4112382.078,1997,1856.0,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8706028,GRANADA,447293.311,4112325.596,1994,1141.0,38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8706039,GRANADA,447775.952,4112505.566,1980,13053.0,250,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706030,GRANADA,447874.87,4112561.985,2001,3096.0,81,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8706031,GRANADA,447912.525,4112534.79,1998,2821.0,46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8706032,GRANADA,447952.599,4112594.482,1999,1868.0,38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8706018,GRANADA,447414.643,4112942.718,1990,9867.0,215,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
8706019,GRANADA,447464.85,4112823.477,1988,4420.0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8706029,GRANADA,448406.222,4111831.899,1989,4491.14,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8706034,GRANADA,447460.85,4111985.826,1996,5194.0,45,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8706035,GRANADA,447580.322,4111980.191,1996,1314.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8706036,GRANADA,447624.279,4112057.96,2005,8773.0,102,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
8706038,GRANADA,447694.176,4112457.463,1984,6608.0,159,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706013,GRANADA,447598.734,4113151.911,1970,4092.0,16,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
8706014,GRANADA,447638.481,4113082.877,1985,5997.0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706015,GRANADA,447690.779,4113101.705,1985,1421.0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706016,GRANADA,447730.526,4113041.039,1989,4221.0,56,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8706017,GRANADA,447787.008,4113043.131,1945,1006.0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8706022,GRANADA,447772.365,4112833.937,2009,846.0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8706023,GRANADA,447816.295,4112781.638,2009,1284.0,41,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8706024,GRANADA,447916.708,4112758.627,1984,7303.0,160,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8706025,GRANADA,447793.284,4112628.927,2004,1245.0,29,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
8707003,GRANADA,446869.524,4115211.311,2002,1565.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8707004,GRANADA,445591.737,4115632.395,1980,1799.0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8707005,GRANADA,445516.82,4115854.357,1985,7327.0,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8707006,GRANADA,445556.004,4115947.795,1983,7044.0,129,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707017,GRANADA,444535.0,4115984.283,1985,18143.0,426,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707018,GRANADA,444453.367,4115989.636,1980,3185.0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707012,GRANADA,445081.004,4115457.015,2003,9375.0,190,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8707013,GRANADA,445109.107,4115402.147,2003,1209.0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8707014,GRANADA,444991.662,4115328.029,2003,8813.0,172,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8707015,GRANADA,445000.709,4115273.675,2003,2751.0,46,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8707007,GRANADA,445323.917,4115863.399,1994,7311.0,270,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8707021,GRANADA,444266.012,4116534.302,2004,4813.0,35,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8707019,GRANADA,444286.086,4116033.798,1983,5093.0,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707008,GRANADA,445194.309,4115736.806,1999,2797.0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707022,GRANADA,443984.981,4116326.874,2006,5784.0,106,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8707023,GRANADA,443967.584,4116407.169,2005,1149.0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8707020,GRANADA,444272.703,4116162.27,1988,6921.0,155,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
8707009,GRANADA,445189.402,4115544.001,1978,5068.0,142,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8707010,GRANADA,445185.387,4115489.133,2004,1227.0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8707011,GRANADA,445070.298,4115565.413,2005,2901.0,94,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
8707016,GRANADA,445166.651,4115242.895,2000,5709.0,169,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8708010,GRANADA,447240.183,4115697.558,2013,5438.370000000003,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8708011,GRANADA,447153.341,4115608.043,1996,5302.829999999999,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8708012,GRANADA,447268.24,4115546.586,1984,11029.0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8708001,GRANADA,447733.179,4116010.189,1996,9306.0,49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8708006,GRANADA,447630.305,4115903.307,1997,983.0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8708007,GRANADA,447530.102,4115738.975,1995,2993.92,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8708008,GRANADA,447580.872,4115621.404,1950,2545.0,23,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
8708009,GRANADA,447444.596,4115871.242,1969,2062.0,58,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8709001,GRANADA,447426.278,4114289.905,1991,1475.0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8709002,GRANADA,448521.914,4113342.687,1990,2841.0,33,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
8709004,GRANADA,449023.88,4113212.369,2010,4643.0,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709005,GRANADA,448905.806,4113320.174,2001,5338.0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8709006,GRANADA,449022.711,4113300.98,2000,7250.0,43,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
8709007,GRANADA,449465.902,4113091.599,2003,2116.0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709009,GRANADA,449486.84,4113171.862,2006,5002.0,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709010,GRANADA,449336.784,4113318.429,2005,3739.0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709026,GRANADA,448062.446,4112930.258,1991,1316.0,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709027,GRANADA,448120.931,4112934.157,1993,5643.0,66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8709028,GRANADA,448192.088,4112908.813,2000,574.0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709029,GRANADA,448216.457,4112912.712,1999,1330.0,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709030,GRANADA,448176.492,4112863.974,1997,1912.0,33,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8709031,GRANADA,448248.624,4112879.571,1992,1903.0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8709032,GRANADA,448221.331,4112833.757,1994,1903.0,41,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8709033,GRANADA,448301.261,4112854.227,1993,1786.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8709034,GRANADA,448264.22,4112800.616,1995,1771.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8709036,GRANADA,448344.15,4112816.212,1995,2010.0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8709037,GRANADA,448306.134,4112783.07,1995,912.0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709038,GRANADA,448344.15,4112753.827,1998,3338.0,44,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8709039,GRANADA,448387.039,4112746.029,2000,1249.0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8709040,GRANADA,448460.145,4112714.837,2009,3825.0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
8709054,GRANADA,450235.275,4113234.891,2008,2508.0,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709055,GRANADA,450521.562,4113170.315,2008,4309.0,73,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
8709056,GRANADA,450504.342,4113082.061,2007,2291.0,48,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
8709003,GRANADA,448632.926,4113236.502,1984,2641.0,48,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
8709011,GRANADA,447768.166,4113588.88,2008,1371.0,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709016,GRANADA,447940.906,4112992.142,1991,3094.0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8709017,GRANADA,447996.741,4112901.41,1992,3471.0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8709018,GRANADA,447956.61,4112822.892,1994,1059.0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709019,GRANADA,448045.597,4112739.14,2003,3109.0,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709020,GRANADA,448077.004,4112854.3,1993,3515.0,35,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8709021,GRANADA,448139.819,4112808.934,1994,1930.0,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709022,GRANADA,448186.93,4112779.271,1994,1934.0,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709023,GRANADA,448228.806,4112749.609,2001,972.0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8709024,GRANADA,448220.082,4112671.091,1998,2420.0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8709025,GRANADA,448164.247,4112641.428,2006,2622.0,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8709057,GRANADA,448471.558,4112539.09,2002,1162.0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709058,GRANADA,448776.577,4112370.917,2000,1992.0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8709059,GRANADA,448863.961,4112280.236,1999,1247.0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709060,GRANADA,448959.588,4112242.315,2007,2661.0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709061,GRANADA,449013.997,4112197.798,2007,1658.0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8709062,GRANADA,448567.142,4112025.253,2003,3427.2400000000007,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8709012,GRANADA,447680.924,4113471.975,2000,2512.0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8709013,GRANADA,447796.084,4113288.766,1988,2161.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8709014,GRANADA,448033.383,4113000.867,1991,2930.0,28,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8709015,GRANADA,448099.687,4113006.101,1992,1942.0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
